CT_Position_1 CT_Position_2 CT_Position_3 CT_Position_4 CT_Position_5 CT_Position_6 CT_Position_7 CT_Position_8 CT_Position_9 GA_Position_1 GA_Position_2 GA_Position_3 GA_Position_4 GA_Position_5 GA_Position_6 GA_Position_7 GA_Position_8 GA_Position_9 ageBP
0.00223781951648937 0.00389249307580126 0.00100949441901015 0.00353024439181166 0.000387635982431637 0.00900250606919101 0.000980790707932934 0.000557015329496505 0.00172493133056115 0.00200627670924721 0.00656661452250896 0.00860722613582973 0.00032115948094846 0.00343162633647614 0.000372448847735449 0.0108717290625246 0.00426043110784941 0.00140089475915352 0
0.00179406616961644 0.00143768201469256 0.00559653994470996 0.000558975081902504 0.0049661412139314 0.00260686015010472 0.00350980732612516 0.00418488864644382 0.00278185613626392 0.00144922536056778 0.000502408406527747 0.00206038441864534 0.00444923597506335 0.00121258533058351 0.00861680188611123 0.000569890026239745 0.00101879690108055 0.00126080902313526 0
0.00213539059988056 0.0059296997573542 0.0071550013432735 0.00674049946450663 0.00558184791925232 0.00419472855553919 0.00531555796942608 0.00526841293576309 0.00492101713617627 0.0010384700928654 0.00263687789538031 0.000441527039157415 0.00137097861984112 0.0155378333684766 0.002158270101736 0.0030381075157768 0.00502520684227786 0.00593637569838761 0
0.00621981449695964 0.00626670431770117 0.00366709331307709 0.000279746322294354 0.00299324620192611 0.00350639044089978 0.00151638112958252 0.00842606842746692 0.00171584776509334 0.0015834649904514 0.00267207172063658 0.00292712699672395 0.0103965062248534 0.00176239816075496 0.00942210337011615 0.00412192502750993 0.00514629071287048 0.00142196429998879 0
0.00556749637168737 0.00254058239034927 0.00222413646246806 0.000347208073224573 0.00356332981186626 0.00285167389385375 0.00137291608960358 0.0178936307784506 0.00506059282045908 0.00432883456633514 0.00784812294246097 0.000933057569185201 0.00155987091976091 0.00235161883854265 0.00973940737332561 0.00788076813508459 0.00109985178568473 0.00112544456626133 0
0.00567379563393498 0.00230547043365729 0.00669196932598573 0.00922552379432666 0.00219422685251947 0.00553307277406894 0.00739250670345062 0.00912274728508711 0.00302161897058708 0.00407357196434186 0.00175671825350041 0.00588908091351339 0.000704855118855042 0.00494982214171024 0.00192629173534163 0.00130300953575746 0.000357922301986237 0.00227666228280973 0
0.000374075485454045 0.00218517846314362 0.000449814498043068 0.0025071863488747 0.00293157252917911 4.46798389397954e-05 0.00259081875460742 0.00251763004264346 0.00176892843110583 0.00228186239102975 0.00735728544852226 0.00236724422721165 0.00153888723405691 0.00592514355394634 0.00459052391211836 0.000313044146631388 0.000454916038056774 0.00747541561347114 0
0.00598273480255453 0.00215413543343409 0.0124248873565631 0.00456048520908429 0.00169974548912041 0.00261319561830716 0.00461305680509116 0.000183027391942918 0.00112808332819389 0.00710449517987185 0.00154950920169206 0.00885030180630037 0.002847992712033 0.00614285660022904 0.013624335510542 0.00184740719547203 0.006168250684246 0.00645598923589698 0
0.0063789970843054 0.000528210692919173 0.00158930503141879 0.00141798122444922 0.00157272338060625 0.000720575766798388 0.00175769167310749 0.000709861246921988 0.0010570652251854 0.0102122659355494 0.00638546676428892 0.0014578942491398 0.00119337533787253 0.0106993711561578 0.00761296193957534 0.0018188314322122 0.00407645951580683 0.00573766413485087 0
0.00209148772518451 0.00361554210087206 0.0012905719268309 0.00134327174319208 0.00256330192863434 0.00127428471245733 0.00243584906089382 0.0100785492658036 0.000702107723672503 0.00184696998853611 0.00136618829723237 0.0052148801405976 0.00415504318906924 0.00129258555024476 0.00107097327820363 0.00706628097542262 0.00176159929618021 0.009517700326754 0
0.00277176938983519 0.0073876966909117 0.00409732311539756 0.00833898103831494 0.00714787814959138 5.97641468586419e-06 0.00172620387368573 0.000705263548349148 0.00396738627450095 0.000148544862862602 0.000579677135250188 0.00205463754674127 0.00398893958593521 0.00488844549074177 0.0178050408919191 0.018248666510409 0.00761813669496515 0.00230681496172413 0
0.00122419233406203 0.00126699610697275 0.000692106160704141 0.00186865896415685 0.00880592603938288 0.00320239834499141 0.00515265348289808 0.00397791311151616 0.0029772284617502 0.000719198542990407 0.0012139162740343 0.00323039525231281 0.00436100754828105 0.00464733921062582 0.00327966141317845 0.00467738661168737 0.00529076214071218 0.00256483863803247 0
0.00129606041815638 0.000701487898187471 0.00197360486954791 0.000523166244331934 0.0037962478690758 0.000820622249743613 0.000227225552833915 0.00257041749728766 0.000376773124420605 0.0017836297520194 0.00827131758894277 0.00153262914676571 0.00142666173734701 0.000364430933631963 2.67489971831041e-05 0.00767141968903426 0.000906324485321573 0.0010945120749583 0
0.00194787655667431 0.0055454127388068 0.000351550914867079 0.00589349548467371 0.00337613361877511 0.00933838610605013 0.00823281412352529 0.0116868377472198 0.00143810593764095 0.000392151716159235 0.00104894857318845 0.00748050753495847 0.00715761558635388 0.00722512415303971 0.0012227662265109 0.00883792440300116 0.00108463886176999 0.00221391992865975 0
0.00666263345363876 0.00512748745476456 0.00297885549742405 0.00433351934289811 0.00125420919519713 0.00161892534709904 0.00133390719633138 0.00200806542437529 2.29902295843381e-05 0.00738663069672389 0.00105305345784154 0.00301635243681665 0.00101969992980637 0.00564944421939959 0.00834768448828698 0.000151842571029458 3.65599113383614e-05 0.00360302780965237 0
0.00313708031373583 0.00234362218760476 0.00318018898429 0.0137163604005605 0.00263493807831908 0.00133171284390264 0.00196197421444649 0.0166087021913257 0.00577666584688502 0.000687778475825971 0.00206005607228145 0.00667228895865521 0.00020990440265262 0.000168600429755916 0.00963090825639563 0.00196668399265292 7.63841694005298e-05 0.00464677001571388 0
0.000176177504975902 0.00553984917317024 0.0120831290416423 0.00960144816751939 0.00606779015218111 0.00196379327250155 0.00532541169649804 0.000309736371467572 0.00112268221296858 0.00624370053480493 0.000238896934388787 0.000784752691664331 0.00277360157840583 0.00567293932138268 0.000488639013531095 0.0116438494976605 0.003809142926883 0.000698089740928796 0
0.00262168827121043 0.00523407158904442 0.00169607770536091 0.00273799045150764 0.000472082617049027 0.018336472006977 0.00129727329766014 0.00359545491960176 0.0139631273603036 0.00337087024104554 0.00342373539578823 0.00822457802667041 0.00058813214693629 0.00282599189483178 0.00463371547892314 0.00054211145806762 0.00276479078708676 0.0143223773049912 0
0.00669409022230487 0.00108494188406865 0.00887203271776611 0.00105123632637452 0.00268679443602659 0.0042496747798065 0.00103021846451063 0.00380180101704254 0.0112436214913562 0.00183546905257781 0.00260103073640419 1.09022562357252e-05 0.00701559834056273 0.0126932754778891 0.00589051432705341 0.00305861349164221 0.00396240439161007 0.00301375619080659 0
0.000315298262537949 0.0109215088531769 0.00539486402691248 0.00274983308471771 0.000524103118625085 0.0013735558487243 0.00494556649903832 0.000129966478271107 0.000262750136179912 0.00113381189752525 0.0108927179501743 0.00343998613470554 0.00321371307222852 0.000980404652410478 0.00656911403843984 0.000105795978141839 0.00364625454420662 0.000416721747270866 0
0.00040022161347157 0.00162159640999115 0.000192460995419753 0.00483652726518347 6.78076579638124e-05 0.00252229081471482 0.00309097141559182 0.00194881933437102 0.000102027032679708 8.01257564949886e-05 0.00307421397614124 0.00320317300181765 0.00528860655246775 0.00551650180432005 0.00778438804770235 0.00319009265766063 0.000845345479257101 0.00995187163423713 0
0.00932744414106512 0.00369104970573916 0.00219510861547327 0.00642516746664403 0.00396804556161159 0.00143959508150053 0.00061948036414349 0.00272943738892009 0.0126771924075611 0.00506678719168668 0.000375371866677701 0.00252934453549795 0.00262789079287376 0.00451787149558683 0.000177504592603202 0.00146694611933958 0.00021696350461432 0.00127942543298844 0
0.00355708783048867 5.1146773960765e-05 0.00415893277667345 0.00196644119847705 0.00531270467931984 0.00300625773343897 5.01066110957014e-05 5.25219437290968e-05 0.00752879135490853 0.000561443593789536 5.74701371448373e-05 0.00143532211542206 0.000371627999898777 0.0044979342008093 0.002072957654444 0.0063332938117368 0.00176823909719332 0.000132006447220472 0
0.00358426654748374 6.2010533197477e-05 0.00987116532521612 0.00436253666485212 0.000777700628373065 0.0011673345421009 0.00906672051006107 0.0041958999076924 0.00320804795623629 0.00418401371088748 0.00464998266972942 0.0100096927819922 0.00694456612113731 0.0142356339103052 0.00821499569935412 0.00761413627077628 0.000687749140221393 0.00983052636446573 0
0.00222772193965176 0.00100257391441076 0.00118231286597389 0.00360793013973469 0.00328943679962231 0.00314711521969939 0.0053749661521168 0.00516644844269497 0.0029610882553805 0.00346215819930433 0.0079766773480663 0.000174347229637409 0.000615887639716539 0.00423634885259196 6.94322898919929e-05 0.00916232433993287 0.00224112310579457 0.00438457906921006 0
0.00381622900452921 0.00204321280784103 0.00555457274674727 0.0138546851180864 0.00420054155914113 0.0285327482072633 0.00254530905722387 0.00337764450139248 0.00233323872947564 9.95818178695356e-05 0.00142620204041897 0.000191477054850551 0.00103559685001143 0.00604043806449066 0.000424429861107316 0.000359482026759251 0.00149577290808451 0.00631331572142776 0
0.000279706161370589 0.0019181523415922 0.0122258279256366 0.00596513375915113 0.00218781609735473 0.00147310843782951 0.00850308531123869 0.000316045314198564 0.00505351402177637 0.00272868611411476 0.00053676060852365 0.000742214079658448 0.000655934338252542 5.678187871586e-05 0.0133709379568944 0.00166551850387758 0.00166521787099858 0.00805165012453531 0
0.00894579695436646 0.00154130242076768 0.00321323611537193 0.0121201069775814 0.00192009093825841 0.000717476435092407 0.00334703945493034 0.000126066695539811 0.00640273365438817 0.00389387427248148 0.00208558839405432 0.00297991136106492 0.00520124740705293 0.00980002701322819 9.93341951578801e-05 0.000970432472414047 0.007135264487164 0.00628663848046718 0
0.00211757669734369 0.000337153812897745 0.003658290511923 0.00297203384315239 0.000823860161450091 0.000660528505383585 0.000246742091064068 0.00238678735103639 0.00219309058461363 0.00308121395535752 0.0082270257516528 0.00156255853731164 0.00306440902198381 0.00349470344680972 0.00660457724878616 0.00353346126962942 0.000168929225058917 0.00480368882904179 0
0.00246972989469346 0.00223999942081256 0.00270350551382203 0.00349922613728982 0.00355961454208201 0.00473236971828521 0.00138404778344342 0.0111071311304979 0.00111385791382985 0.000360358592673103 0.00179332645329808 0.00335503934968155 0.000377517273677091 0.00182452313925595 0.0108105961743876 0.00219815215712945 0.00280631398620453 0.00251867844322963 0
0.000828619767166766 0.00237052589448251 0.00549200494682545 0.00173111852967242 0.0045516306037473 0.000533406914573357 0.00111821521991516 0.00300185954301278 0.0010184456926553 0.00467456284798329 0.00669178509970819 0.00486704387223908 0.00124228668871854 0.000427618639444727 0.0026296834947369 0.000815562734057312 0.00954381382868628 0.000389985621832852 0
0.00936643912453598 0.000369253718365147 0.00728824232941554 0.000991735232241577 0.00602136062237282 7.59022717268132e-05 0.00175838408200607 0.00335468725152552 3.42511470104825e-05 0.00397872366750866 0.00176636807906715 0.000353374470922082 0.00121746440646237 0.00737063360511253 0.000367441758660705 0.011749106087912 0.00820595213045075 0.00337388279983462 0
0.00417754715984853 0.00537727841170315 0.000161816959757245 0.00916915796758086 0.0100390853376504 0.000653526174983086 0.0018316051667266 0.00151190568315242 0.000744107376312248 0.0001917948166666 0.00573690442504179 0.00226716367952442 0.00367022411466493 0.000908299585552948 0.0077955767495162 0.00210000454821685 0.00250940049166044 0.0056429524858181 0
0.00200549585175968 0.00106928629318465 0.0062219235732951 0.00454918691880206 0.00020219371826854 0.00320957089770703 0.000520124438560311 0.003143812877501 0.000693409200348512 0.000901870101069461 0.0177557351965475 0.00341712075892625 0.0103584548871566 0.00660220918158698 0.000266953871160728 0.0022471539056903 0.00177646373599466 0.00105879249818189 0
0.000827221019169279 0.002964746936232 0.00782109900215464 0.0029376106264027 0.00199373193319414 0.00388880946950823 0.000343275377903894 0.00125877776985908 0.00154124407720404 0.00352427486061026 0.002928516972416 0.000188528901005976 0.000741578557695838 0.000468617272813858 0.00103147154809425 0.00109897426155852 0.00297070499490784 0.00491477107095192 0
0.00810312306784886 0.0137478813657169 0.00639029723138307 0.000587366997910353 0.010700266907862 0.00153370644339377 0.00485438805860288 0.000917132221148569 0.00234092927495601 0.00250862253511909 0.000404287902851797 0.000295941844422889 0.00494691569165196 0.00734411953313745 0.00675819700880516 0.00281263355273993 0.00287743789930244 0.00286017126964316 0
0.00032915927553045 0.00381661473530434 0.0169398772405693 0.000462705706013148 0.000438139192510713 0.00387901606820113 0.000148162612565614 0.0119637074548588 7.76151053298833e-05 0.00265097154137513 0.00561050560873797 0.00278458255596403 0.00331498987812757 0.0027040930459052 0.00141634109573772 0.00649603705799776 0.00303389004226067 0.00376023892011049 0
0.000215657659115215 0.000432711718519998 0.00685904033105658 0.00996245327049499 0.0016470207003375 0.012460517649022 0.000931774933600654 0.0033116819297917 0.00241260935218379 0.00721767866154525 0.00181820094709199 0.00137636541344109 0.00563059520657582 0.00161495843691786 0.000465807352496321 0.00108991254633711 0.000391134807975266 0.00263239020402655 0
0.00831072599854116 0.00277109618588057 7.6725642410715e-05 0.0006381397316469 0.00608942128842329 0.0117648666599552 0.00369398821508019 0.00188247185418538 0.00733381633392837 0.0038695926285614 0.00270328462399156 0.00889833581352245 0.000583544754074421 0.00309776122606765 0.00589199287955686 0.00247478339857841 0.00128615904352199 0.00169592799497511 0
0.00923386761605349 0.000529095920058583 0.000797599594830067 0.000219428860684514 0.00315113508911601 0.00900798911476975 0.00436336741495988 0.00135423028744235 0.0048964303868214 0.000675639414686479 0.0044970043733774 0.00187503474852433 0.00735542604063489 0.0066362136075123 0.000218124540543582 0.00219018709455587 0.00558709453609367 0.00756433727243326 0
0.00135548086178695 0.0018599398477102 0.00179984049790439 0.00153835286288451 0.00604126683124781 0.00431861792039671 0.00220813767799683 0.00581948648170539 0.00736721165084557 0.00825466208868852 0.00029751693512226 0.00130358472187273 0.0134926839710973 0.00264231440695598 0.000538573741569201 0.00197624559737072 0.000146655558265795 0.00262118985898683 0
